,Mean,Farmer No.,Zeros,Eligibility,loan
534,49640.79038461538,544,3.325,2,301908.9005847953
535,29054.450000000004,545,0.0,2,176705.4269005848
536,2815.0461538461536,546,3.55,2,17120.748538011696
537,7860.809615384617,547,0.0,2,47808.43274853802
538,22059.57115384616,548,2.875,2,134163.47368421053
539,89504.37884615386,549,0.65,1,547556.2000000002
540,30273.498076923075,550,4.5,2,184119.52046783626
541,12223.774999999998,551,0.3,2,74343.42690058479
542,6303.963461538463,552,1.5,2,38339.894736842114
543,4961.465384615385,553,0.55,2,30174.994152046787
544,1290.4673076923077,554,9.4,2,7848.456140350877
545,28489.115384615387,555,3.9,2,173267.134502924
546,4516.340384615383,556,4.225,2,27467.80116959064
547,94644.56923076927,557,1.175,1,579002.0705882355
548,1903.3538461538465,558,5.125,2,11575.95321637427
549,126659.09423076923,559,0.65,1,774855.6352941177
550,20011.532692307697,560,0.025,2,121707.56725146201
551,18872.707692307686,561,0.05,2,114781.38011695902
552,4510.084615384616,562,0.0,2,27429.75438596492
553,180086.61923076925,563,0.0,0,1114821.9285714286
554,75665.66346153847,564,0.525,2,460188.83040935674
555,4596.475000000001,565,0.175,2,27955.16959064328
556,4757.138461538461,566,0.0,2,28932.30409356725
557,26083.80192307692,567,0.025,2,158638.32748538008
558,16073.876923076929,568,8.15,2,97759.25146198833
559,21103.10192307692,569,2.55,2,128346.35087719296
560,18317.746153846154,570,5.625,2,111406.17543859649
561,9679.284615384615,571,1.9,2,58868.163742690056
562,15513.132692307689,572,5.85,2,94348.87719298243
563,28201.79615384615,573,0.0,2,171519.69590643272
564,13925.39423076923,574,3.8,2,84692.45614035087
565,67115.16730769229,575,0.025,1,410586.90588235285
566,6786.915384615383,576,1.625,2,41277.1461988304
567,30698.32692307692,577,0.225,2,186703.27485380115
568,183361.99615384615,578,0.525,1,1121743.9764705882
569,12588.076923076924,579,0.35,2,76559.06432748538
570,31053.72692307692,580,0.225,2,188864.77192982455
571,5346.73846153846,581,9.575,2,32518.17543859648
572,319937.8307692307,582,0.225,0,1980567.5238095236
573,20912.56923076923,583,0.05,2,127187.55555555556
574,47135.088461538464,584,0.3,2,286669.5438596491
575,6881.184615384615,585,0.9,2,41850.47953216374
576,39511.178846153845,586,1.275,2,240301.90643274854
577,24671.944230769226,587,0.55,2,150051.59064327483
578,10995.93076923077,588,0.0,2,66875.83625730996
579,23093.707692307693,589,1.375,2,140452.95906432747
580,70881.175,590,0.325,2,431090.1871345029
581,27378.542307692296,591,4.175,2,166512.7719298245
582,15419.582692307693,592,0.225,2,93779.91812865497
583,6525.205769230769,593,2.125,2,39685.461988304094
584,36079.00576923076,594,0.225,2,219427.87134502918
585,28129.05,595,0.325,2,171077.26315789475
586,12611.915384615382,596,0.0,2,76704.04678362572
587,61013.7596153846,597,1.275,2,371077.8362573098
588,24341.34615384615,598,0.675,2,148040.9356725146
589,35528.30384615385,599,1.125,2,216078.57309941525
590,12238.607692307693,600,3.9,2,74433.63742690059
591,59324.50769230766,601,3.35,2,360804.0233918127
592,9485.871153846154,603,5.1,2,57691.84795321638
593,15661.401923076928,604,2.775,2,95250.6315789474
594,32558.517307692324,605,0.5,2,198016.71345029247
595,13091.398076923077,606,0.0,2,79620.19883040935
596,17904.175000000003,607,0.375,2,108890.8888888889
597,37221.11538461539,608,0.0,2,226374.03508771936
598,39817.75576923077,609,0.65,2,242166.4678362573
599,16589.561538461538,610,3.475,2,100895.57894736843
600,4618.457692307692,611,2.325,2,28088.86549707602
601,62744.62884615383,612,3.625,2,381604.760233918
602,520.523076923077,613,7.05,2,3165.754385964913
603,2225.078846153845,614,7.45,2,13532.643274853794
604,20117.22692307692,615,5.85,2,122350.38596491226
605,5424.592307692308,616,3.9,2,32991.67251461989
606,23667.67692307692,617,2.85,2,143943.76608187132
607,11381.819230769228,618,2.95,2,69222.7602339181
608,4937.386538461537,619,3.55,2,30028.549707602335
609,3201.236538461538,620,10.35,2,19469.50877192982
610,71890.90000000001,621,0.4,2,437231.20467836264
611,6605.67307692308,622,6.15,2,40174.85380116961
612,44639.401923076926,624,2.025,2,271491.09941520466
613,7469.803846153848,625,3.425,2,45430.38596491229
614,16387.55576923077,626,5.2,2,99667.00584795322
615,11647.050000000001,627,0.35,2,70835.85964912282
616,2629.4692307692303,628,9.45,2,15992.093567251459
617,15561.473076923077,629,0.0,2,94642.87719298246
618,13028.538461538463,630,0.975,2,79237.89473684212
619,9778.746153846156,632,0.5,2,59473.076023391826
620,48069.17884615385,633,0.675,2,292350.5614035088
621,11623.874999999998,634,5.65,2,70694.91228070174
622,34732.55961538461,635,0.05,2,211238.95906432747
623,21243.848076923074,636,1.825,2,129202.35087719296
624,48326.71153846154,637,0.0,1,295645.76470588235
625,38775.21153846154,638,1.325,2,235825.84795321638
626,3223.319230769231,639,0.05,2,19603.81286549708
627,2447.021153846153,640,7.075,2,14882.467836257305
628,5862.936538461538,641,2.6,2,35657.62573099415
629,6023.790384615383,642,8.325,2,36635.91812865496
630,5415.478846153846,643,0.5,2,32936.245614035084
631,7071.459615384616,644,7.425,2,43007.707602339186
632,26042.507692307692,645,0.075,2,158387.18128654972
633,5254.642307692307,646,4.375,2,31958.058479532163
634,13458.832692307693,647,0.0,2,81854.88888888889
635,11787.913461538461,648,3.5,2,71692.57309941521
636,17152.553846153845,649,0.0,2,104319.62573099416
637,107666.52692307695,650,0.675,1,658665.811764706
638,56830.89230769234,651,0.0,1,347671.3411764708
639,58504.76538461538,652,1.775,2,355818.45614035084
640,8590.776923076923,653,1.9,2,52248.0
641,38552.725,654,0.325,2,234472.7134502924
642,31043.35576923077,655,0.725,2,188801.69590643275
643,9416.561538461536,656,0.0,2,57270.315789473665
644,95338.23653846153,657,6.55,2,579834.8888888888
645,26863.774999999994,658,1.1,2,163382.02339181284
646,14506.271153846144,659,0.9,2,88225.27485380112
647,6049.969230769232,660,0.0,2,36795.13450292399
648,22883.321153846155,661,0.875,2,139173.41520467837
649,16389.69038461538,662,1.8,2,99679.98830409354
650,25938.026923076923,663,0.025,2,157751.74269005848
651,2636.6000000000004,664,6.825,2,16035.461988304096
652,7593.3538461538465,665,0.95,2,46181.801169590646
653,3764.603846153847,666,2.6,2,22895.836257309948
654,12744.378846153844,667,3.85,2,77509.67251461987
655,4802.692307692308,668,2.7,2,29209.356725146197
656,14146.105769230766,669,1.125,2,86034.7953216374
657,5143.748076923076,670,6.95,2,31283.614035087714
658,192507.43461538467,671,1.725,2,1170805.450292398
659,25170.882692307692,672,0.125,2,153086.0701754386
660,100402.44423076924,673,0.3,1,614226.7176470589
661,15616.85769230769,674,0.0,2,94979.7192982456
662,79397.65576923075,675,0.0,1,485726.83529411757
663,25238.313461538462,676,0.525,2,153496.1754385965
664,28744.044230769225,677,0.125,2,174817.57894736837
665,77041.61730769233,678,0.5,1,471313.4235294119
666,48207.211538461546,679,5.425,2,293190.0584795322
667,29881.840384615374,680,0.175,2,181737.50877192977
668,3882.659615384614,681,9.325,2,23613.836257309933
669,35101.44807692307,682,0.525,2,213482.49122807014
670,20191.58653846154,683,0.45,2,122802.63157894737
671,7566.846153846154,684,0.4,2,46020.584795321636
672,69735.98461538463,685,0.025,1,426620.1411764707
673,78241.55769230767,686,0.025,1,478654.23529411753
674,37832.07115384616,687,1.1,2,230089.78947368424
675,10778.255769230775,688,0.9,2,65551.96491228073
676,30698.892307692306,689,0.925,2,186706.7134502924
677,3269.4711538461534,690,1.7,2,19884.502923976605
678,17390.817307692305,691,1.1,2,105768.71345029237
679,7843.217307692304,692,2.25,2,47701.4385964912
680,200167.73653846156,693,0.0,0,1239133.6071428573
681,10487.53076923077,694,0.675,2,63783.812865497086
682,30523.34423076924,695,5.85,2,185639.052631579
683,11091.959615384618,696,0.025,2,67459.87134502926
684,2426.109615384615,697,2.675,2,14755.2865497076
685,16233.832692307693,698,0.375,2,98732.08187134503
686,96888.99038461539,699,0.0,1,592732.6470588235
687,25551.598076923077,700,0.45,2,155401.5321637427
688,10969.434615384616,701,0.0,2,66714.69005847954
689,3526.0923076923077,702,0.025,2,21445.23976608187
690,2709.840384615384,703,1.475,2,16480.90058479532
691,38333.415384615386,704,0.0,2,233138.9005847953
692,8066.657692307694,705,8.075,2,49060.37426900586
693,26947.357692307694,706,0.0,2,163890.36257309944
694,12498.013461538467,707,0.0,2,76011.3099415205
695,25165.348076923077,709,0.0,2,153052.40935672514
696,79490.68653846151,710,0.0,1,486295.9647058821
697,31726.836538461524,711,2.4,2,192958.5380116958
698,103293.75384615384,712,1.45,1,631914.7294117647
699,379.1923076923076,713,4.55,2,2306.1988304093566
700,231433.34615384607,714,2.7,2,1407547.8362573094
701,1756.1615384615386,715,3.425,2,10680.748538011698
702,34052.67307692308,716,1.4,2,207103.97660818713
703,73819.225,717,2.1,2,448959.02923976607
704,83036.84038461538,718,0.75,1,507990.0823529412
705,46789.34423076922,719,0.45,2,284566.7719298245
706,3361.013461538462,720,6.525,2,20441.251461988308
707,10871.10576923077,721,3.4,2,66116.66666666667
708,8178.423076923076,722,3.35,2,49740.116959064326
709,459269.0519230769,723,0.0,0,2843094.130952381
710,2985.2711538461544,724,2.4,2,18156.0350877193
711,2626.009615384616,725,2.925,2,15971.052631578952
712,41108.532692307694,726,7.275,2,250016.80701754385
713,86358.61538461538,727,0.0,1,528311.5294117647
714,17493.513461538463,728,0.0,2,106393.29824561403
715,215763.8346153846,729,1.275,1,1319966.9882352941
716,107712.21346153846,730,0.0,1,658945.3058823529
717,8584.465384615385,731,2.95,2,52209.61403508772
718,9741.603846153852,732,0.0,2,59247.18128654974
719,5318.561538461537,733,0.725,2,32346.807017543848
720,4513.761538461537,734,0.15,2,27452.116959064322
721,9957.246153846154,735,2.725,2,60558.69005847953
722,38524.240384615376,736,0.0,2,234299.47368421048
723,5017.194230769231,737,5.05,2,30513.929824561405
724,4483.657692307693,738,0.0,2,27269.02923976608
725,60206.94038461537,739,0.925,2,366170.86549707595
726,1269.3134615384613,740,5.85,2,7719.801169590642
727,28133.465384615374,741,1.575,2,171104.11695906427
728,5987.882692307692,742,0.0,2,36417.53216374269
729,9487.086538461537,743,0.65,2,57699.23976608186
730,10972.730769230766,744,8.45,2,66734.73684210524
731,3637.978846153847,745,3.275,2,22125.719298245618
732,9262.563461538459,746,0.825,2,56333.71929824559
733,4794.282692307691,747,5.725,2,29158.21052631578
734,60449.250000000015,748,1.375,2,367644.5614035089
735,21731.932692307695,749,3.5,2,132170.8187134503
736,5400.275000000001,750,1.75,2,32843.77777777778
737,371.87307692307695,751,6.75,2,2261.684210526316
738,379.79807692307696,752,5.4,2,2309.883040935673
739,14098.051923076922,754,2.35,2,85742.53801169591
740,8485.759615384617,755,0.375,2,51609.298245614045
741,14242.2,756,0.225,2,86619.22807017544
742,34581.130769230775,757,2.2,2,210317.9883040936
743,13474.961538461537,758,0.55,2,81952.98245614034
744,5895.5980769230755,759,0.2,2,35856.26900584794
745,113142.20769230768,760,0.0,1,692164.094117647
746,11053.359615384614,761,2.825,2,67225.1111111111
747,94718.39423076926,762,0.0,1,579453.7058823531
748,5456.4038461538485,763,2.175,2,33185.14619883043
749,15272.96730769231,764,3.525,2,92888.22222222223
750,14486.313461538462,765,3.25,2,88103.8947368421
751,4647.859615384615,766,1.875,2,28267.68421052631
752,64208.746153846165,767,2.175,2,390509.33333333343
753,2083.3923076923083,768,3.725,2,12670.92397660819
754,31398.326923076926,769,0.475,2,190960.58479532166
755,18325.696153846155,770,0.7,2,111454.52631578948
756,27044.040384615382,771,0.0,2,164478.3742690058
757,32640.257692307678,772,2.125,2,198513.8479532163
758,20951.448076923072,773,0.325,2,127424.01169590642
759,181191.36923076925,774,0.325,0,1121660.8571428573
760,7794.046153846155,775,0.9,2,47402.38596491229
761,8316.85576923077,776,0.0,2,50582.04678362573
762,54938.984615384616,777,1.7,2,334131.83625730994
763,18245.173076923078,778,1.85,2,110964.79532163743
764,8631.146153846155,779,0.0,2,52493.52046783627
765,1713.517307692308,780,2.275,2,10421.391812865499
766,7039.759615384614,781,6.2,2,42814.91228070175
767,23066.790384615386,782,0.825,2,140289.25146198831
768,74168.49615384616,783,0.325,2,451083.2514619884
769,15723.405769230769,784,0.225,2,95627.73099415205
770,16130.025,785,6.25,2,98100.73684210527
771,3590.1865384615376,786,0.0,2,21835.052631578943
772,1926.0038461538466,787,2.575,2,11713.707602339184
773,89680.5019230769,788,0.6,1,548633.6588235293
774,58678.48076923075,789,0.1,1,358974.23529411753
775,26027.742307692304,790,0.0,2,158297.38011695904
776,13325.338461538466,791,0.3,2,81042.9941520468
777,54548.294230769214,792,0.875,2,331755.7076023391
778,2293.1615384615384,793,8.5,2,13946.713450292398
779,73343.02692307693,794,0.075,1,448686.7529411765
780,4448.098076923077,795,4.0,2,27052.76023391813
781,34234.71538461539,796,1.275,2,208211.13450292402
782,106699.48653846156,797,3.25,2,648932.5497076025
783,22895.151923076923,798,0.0,2,139245.36842105264
784,17584.988461538465,799,0.0,2,106949.6374269006
785,28219.74615384615,800,0.0,2,171628.865497076
786,109769.00576923075,801,0.35,1,671528.0352941175
787,4045.1403846153844,802,5.3,2,24602.023391812865
788,23845.240384615376,803,0.0,2,145023.68421052626
789,2623.165384615383,804,2.7,2,15953.754385964905
790,5862.41923076923,805,0.0,2,35654.479532163736
791,23529.64807692308,806,1.225,2,143104.29239766084
792,13594.290384615388,807,0.65,2,82678.72514619885
793,14443.78653846154,808,0.0,2,87845.25146198831
794,8678.973076923077,809,5.45,2,52784.397660818715
795,4754.788461538462,810,0.0,2,28918.011695906433
796,37634.24038461538,811,0.675,2,228886.6081871345
797,2950.0115384615383,812,2.575,2,17941.590643274852
798,14655.042307692307,813,4.05,2,89130.08187134503
799,6443.678846153845,814,3.65,2,39189.62573099415
800,22567.248076923082,815,0.0,2,137251.09941520472
801,22078.038461538465,816,0.15,2,134275.78947368424
802,13306.376923076921,817,1.775,2,80927.67251461987
803,68121.75,818,0.125,1,416744.82352941175
804,35224.21346153846,819,0.1,2,214229.13450292393
805,23995.848076923077,820,3.275,2,145939.66081871346
806,7405.109615384616,821,0.0,2,45036.92397660819
807,14331.044230769228,822,5.55,2,87159.56725146198
808,24298.746153846158,823,0.0,2,147781.8479532164
809,18641.384615384617,824,0.325,2,113374.50292397662
810,15102.423076923082,825,0.225,2,91850.99415204681
811,79047.88653846153,826,0.0,1,483587.0705882353
812,15986.436538461541,827,0.0,2,97227.45029239768
813,2189.7269230769234,828,1.8,2,13317.637426900588
814,19423.76923076923,829,0.0,2,118132.86549707603
815,10639.176923076924,830,1.825,2,64706.10526315791
816,2471.3500000000004,831,1.3,2,15030.432748538014
817,19366.74038461539,832,0.0,2,117786.02339181291
818,51530.54807692307,833,0.875,2,313402.16374269
819,22061.286538461536,834,5.275,2,134173.9064327485
820,7072.078846153847,835,0.0,2,43011.473684210534
821,24602.982692307687,836,0.375,2,149632.17543859646
822,37942.88846153846,837,0.0,2,230763.76608187135
823,42587.43269230769,838,2.425,2,259011.28654970755
824,6311.857692307693,839,0.05,2,38387.90643274854
825,1996.2461538461534,840,1.125,2,12140.912280701752
826,58291.98846153845,841,2.225,2,354524.3742690058
827,49014.68846153848,842,3.55,2,298101.0292397662
828,41650.328846153854,843,0.0,1,254802.01176470594
829,14935.188461538459,844,3.85,2,90833.89473684208
830,2327.442307692307,845,3.075,2,14155.20467836257
831,12414.674999999997,846,6.225,2,75504.45614035087
832,18364.68269230769,847,2.425,2,111691.63742690059
833,10907.865384615383,848,0.55,2,66340.23391812864
834,7850.980769230768,849,2.375,2,47748.654970760224
835,6477.0980769230755,850,5.15,2,39392.87719298244
836,10413.303846153847,851,0.225,2,63332.37426900586
837,123073.71538461535,852,0.0,1,752921.5529411762
838,5548.196153846152,853,5.275,2,33743.41520467835
839,10055.942307692307,854,2.65,2,61158.94736842104
840,6631.469230769231,855,4.225,2,40331.742690058476
841,6735.736538461539,856,0.0,2,40965.883040935674
842,1570.1903846153846,857,6.825,2,9549.69590643275
843,5235.432692307693,858,0.0,2,31841.228070175443
844,6287.048076923077,859,2.25,2,38237.01754385965
845,918.4403846153842,860,6.825,2,5585.836257309939
846,8296.249999999998,861,0.0,2,50456.72514619882
847,6578.265384615384,862,0.575,2,40008.163742690056
848,8989.26153846154,863,0.15,2,54671.532163742704
849,29125.482692307705,864,0.825,2,177137.43859649132
850,17553.546153846153,865,1.9,2,106758.40935672514
851,3669.573076923077,866,0.75,2,22317.87134502924
852,19202.388461538463,867,1.55,2,116786.45614035087
853,8077.332692307692,868,4.4,2,49125.29824561404
854,5126.696153846154,869,0.0,2,31179.90643274854
855,2410.4365384615385,870,0.65,2,14659.964912280702
856,30977.546153846157,871,0.375,2,188401.45029239767
857,20411.153846153848,872,0.0,2,124138.01169590643
858,39688.66153846154,873,0.65,2,241381.33333333337
859,58346.155769230754,874,0.0,1,356941.188235294
860,771.1403846153846,875,6.15,2,4689.976608187135
861,1329.146153846154,876,9.3,2,8083.69590643275
862,14175.269230769238,877,8.175,2,86212.1637426901
863,49313.17500000001,878,0.0,1,301680.6000000001
864,13039.509615384613,879,1.95,2,79304.61988304093
865,13663.23461538461,880,4.425,2,83098.03508771927
866,4667.0692307692325,881,4.35,2,28384.51461988305
867,4269.288461538462,882,3.575,2,25965.263157894737
868,1256.5346153846156,883,1.95,2,7642.081871345031
869,72762.53269230765,884,0.225,2,442532.36257309915
870,19870.051923076924,885,0.15,2,120847.09941520468
871,5908.5250000000015,886,5.025,2,35934.8888888889
872,8031.290384615386,887,0.0,2,48845.27485380117
873,8775.388461538461,888,0.175,2,53370.783625731
874,30559.801923076924,889,0.525,2,185860.78362573098
875,30926.150000000012,890,6.5,2,188088.8654970761
876,1103.6788461538467,891,0.0,2,6712.432748538015
877,35138.75192307692,892,3.375,2,213709.36842105258
878,23172.70769230769,893,1.775,2,140933.42690058477
879,11740.044230769232,894,0.9,2,71401.43859649124
880,5959.442307692307,895,0.0,2,36244.561403508764
881,5667.832692307693,896,0.225,2,34471.02923976609
882,6410.005769230769,897,0.275,2,38984.83040935673
883,4487.092307692307,898,6.4,2,27289.918128654972
884,1587.4596153846153,899,1.4,2,9654.72514619883
885,34493.584615384614,900,4.175,2,209785.54385964913
886,22242.42692307692,901,0.575,2,135275.5789473684
887,24889.142307692306,902,0.85,2,151372.56140350876
888,83873.16923076924,903,0.075,1,513106.4470588236
889,8210.999999999998,904,0.0,2,49938.24561403508
890,2333.382692307692,905,7.425,2,14191.333333333334
891,6074.188461538461,906,0.0,2,36942.432748538005
892,3322.600000000001,907,4.7,2,20207.625730994157
893,5256.011538461538,908,0.95,2,31966.385964912282
894,10831.998076923075,909,0.675,2,65878.81871345028
895,11052.240384615383,910,4.125,2,67218.30409356725
896,7821.846153846154,911,0.0,2,47571.461988304094
897,24133.653846153844,912,0.0,2,146777.77777777775
898,4650.653846153847,914,1.125,2,28284.678362573104
899,42170.12884615386,915,0.3,2,256473.29824561413
900,1523.221153846154,916,8.025,2,9264.0350877193
901,41488.53461538462,917,0.0,1,253812.21176470592
902,14784.363461538462,918,0.0,2,89916.59649122808
903,3845.3730769230765,919,3.0,2,23387.06432748538
904,6696.759615384617,920,0.0,2,40728.830409356735
905,9125.682692307693,921,0.45,2,55501.22807017545
906,10475.715384615385,922,3.1,2,63711.95321637427
907,20431.438461538466,923,0.0,2,124261.38011695909
908,32673.759615384617,924,1.65,2,198717.6023391813
909,4124.215384615385,925,0.425,2,25082.947368421057
910,10478.067307692309,926,0.0,2,63726.257309941524
911,3989.68269230769,927,6.525,2,24264.73684210525
912,8511.55576923077,928,1.0,2,51766.187134502936
913,36022.61538461539,929,0.075,2,219084.9122807018
914,7578.138461538462,931,0.95,2,46089.26315789474
915,27833.515384615388,932,0.0,2,169279.85964912284
916,550.9942307692307,933,7.425,2,3351.0760233918127
917,53163.96923076924,934,0.525,2,323336.42105263163
918,4948.532692307692,935,0.475,2,30096.339181286545
919,15870.471153846152,936,1.8,2,96522.16374269004
920,38613.17692307692,937,0.0,2,234840.37426900584
921,47100.99807692308,938,0.0,1,288147.2823529412
922,119520.35192307695,939,3.7,2,726907.4035087721
923,24991.805769230767,940,0.0,2,151996.94736842104
924,9682.038461538463,941,0.0,2,58884.91228070176
925,25214.83076923076,942,0.0,2,153353.35672514615
926,36147.907692307694,943,0.575,2,219846.92397660817
927,4776.986538461538,944,0.0,2,29053.017543859645
928,7841.811538461538,945,1.4,2,47692.88888888888
929,6504.986538461539,946,0.225,2,39562.491228070176
930,17792.048076923074,947,0.0,2,108208.94736842102
931,15443.821153846153,948,0.0,2,93927.33333333333
932,8636.51923076923,949,1.175,2,52526.198830409354
933,16307.980769230775,950,0.0,2,99183.04093567256
934,312233.08653846156,951,0.275,0,1932871.488095238
935,43812.84615384616,952,0.1,1,268031.52941176476
936,17693.488461538458,953,3.15,2,107609.52046783624
937,67130.97692307693,954,0.8,2,408281.9649122808
938,8221.373076923079,955,0.0,2,50001.33333333334
939,15825.423076923078,956,1.125,2,96248.18713450294
940,1752.4750000000004,957,0.7,2,10658.32748538012
941,26622.78076923077,958,1.025,2,161916.3274853801
942,8950.288461538463,959,0.0,2,54434.50292397662
943,33377.036538461536,960,1.425,2,202994.84210526315
944,22982.648076923077,961,0.175,2,139777.50877192983
945,44338.80961538462,962,0.0,1,271249.18823529413
946,66544.79807692305,963,0.65,2,404716.90058479516
947,42467.28653846154,965,0.0,1,259799.87058823532
948,72546.12692307692,966,0.025,1,443811.60000000003
949,26295.34423076923,967,4.25,2,159924.9005847953
950,7538.428846153848,968,3.25,2,45847.75438596492
951,58483.378846153835,969,0.0,1,357780.6705882352
952,21480.669230769236,970,5.5,2,130642.66666666669
953,1736.8692307692309,971,0.0,2,10563.415204678362
954,2301.742307692308,972,9.825,2,13998.900584795321
955,22838.94230769231,973,0.225,2,138903.50877192983
956,36624.23461538464,974,3.525,2,222743.8830409358
957,54600.60384615384,975,0.0,1,334027.22352941177
958,22571.211538461546,976,0.0,2,137275.2046783626
959,4454.715384615385,977,1.75,2,27093.005847953224
960,634.1730769230771,978,6.875,2,3856.959064327487
961,13414.688461538457,979,0.0,2,81586.40935672511
962,49526.15192307693,980,0.0,1,302983.5176470589
963,91473.32884615383,981,0.0,1,559601.5411764706
964,19111.124999999996,982,2.35,2,116231.40350877191
965,682.9884615384615,983,4.875,2,4153.847953216374
966,254916.53269230766,984,0.45,0,1578054.726190476
967,1547.9,985,1.025,2,9414.12865497076
968,30821.305769230774,986,0.0,2,187451.21637426902
969,75708.09615384614,987,1.675,2,460446.9005847952
970,5306.711538461536,988,0.6,2,32274.736842105252
971,142267.02692307692,989,0.75,1,870339.4588235293
972,28939.4173076923,990,0.15,2,176005.81286549702
973,38069.81153846152,991,2.025,2,231535.69590643267
974,3195.2269230769225,992,3.2,2,19432.959064327482
975,12406.380769230771,993,0.0,2,75454.01169590645
976,2381.0596153846154,994,3.525,2,14481.298245614034
977,25897.175,995,2.375,2,157503.2865497076
978,44376.24038461538,996,0.0,1,271478.17647058825
979,36805.69615384616,997,0.0,2,223847.50877192986
980,8016.465384615386,998,1.425,2,48755.111111111124
981,558.3826923076924,999,0.7,2,3396.0116959064335
982,28259.3326923077,1000,0.075,2,171869.6257309942
983,5503.624999999998,1001,0.625,2,33472.33918128654
984,4675.413461538461,1002,0.0,2,28435.263157894733
985,3155.1461538461544,1003,5.475,2,19189.192982456145
986,74130.31730769231,1004,0.4,2,450851.05263157893
987,23581.442307692305,1005,2.725,2,143419.29824561402
988,63351.64615384616,1007,0.0,1,387563.0117647059
989,19496.05576923077,1008,1.625,2,118572.50292397662
990,47824.532692307694,1009,0.025,1,292573.6117647059
991,1652.4461538461542,1010,7.875,2,10049.964912280702
992,18597.942307692312,1011,0.0,2,113110.29239766084
993,3867.913461538461,1012,6.825,2,23524.152046783624
994,424.0557692307692,1013,6.75,2,2579.0526315789475
995,3368.925,1014,0.375,2,20489.36842105263
996,93745.5173076923,1015,1.1,1,573501.988235294
997,54216.65384615384,1016,0.875,2,329738.71345029236
998,1255.9307692307693,1017,10.05,2,7638.409356725147
999,8104.9038461538485,1018,0.475,2,49292.98245614036
1000,56800.459615384614,1019,1.1,2,345453.08771929826
1001,44389.60000000002,1020,1.575,2,269971.83625731006
1002,2511.653846153846,1021,9.975,2,15275.555555555555
1003,29809.607692307694,1022,2.175,2,181298.19883040938
1004,1351.7653846153844,1023,4.95,2,8221.263157894735
1005,42582.56923076922,1024,5.2,2,258981.70760233913
1006,9750.261538461536,1025,2.725,2,59299.83625730993
1007,1134.0096153846152,1027,8.75,2,6896.90058479532
1008,1991.0134615384618,1028,2.575,2,12109.087719298246
1009,13522.873076923071,1029,0.7,2,82244.37426900581
1010,54439.98653846154,1030,2.15,2,331096.9941520468
1011,44872.55192307693,1031,0.0,1,274514.43529411766
1012,1473.2615384615383,1032,4.55,2,8960.187134502923
1013,36256.2576923077,1033,1.75,2,220505.89473684214
1014,49292.784615384604,1034,2.85,2,299792.3742690058
1015,7135.0173076923065,1035,5.925,2,43394.25730994152
1016,45908.10192307694,1036,0.0,1,280849.56470588245
1017,2903.432692307692,1037,4.525,2,17658.304093567247
1018,26257.469230769224,1038,8.4,2,159694.5497076023
1019,17060.324999999997,1039,2.575,2,103758.70175438594
1020,23712.634615384617,1040,2.25,2,144217.19298245615
1021,8417.913461538461,1041,4.55,2,51196.666666666664
1022,34463.37692307691,1042,1.025,2,209601.82456140342
1023,22305.688461538466,1043,7.2,2,135660.32748538014
1024,54826.87115384615,1044,3.25,2,333449.97660818713
1025,48339.80192307692,1045,6.275,2,293996.4561403509
1026,41053.37499999999,1046,3.05,2,249681.34502923972
1027,28189.698076923076,1047,0.0,2,171446.11695906433
1028,33270.14615384616,1048,3.8,2,202344.74853801174
1029,41236.211538461546,1049,0.975,2,250793.33333333337
1030,28173.615384615387,1050,1.475,2,171348.30409356728
1031,19754.109615384616,1051,0.5,2,120141.95321637427
1032,499.4961538461538,1052,3.875,2,3037.8713450292394
1033,7622.223076923076,1053,0.175,2,46357.38011695906
1034,64734.275,1054,0.0,1,396021.44705882354
1035,7950.567307692309,1055,5.2,2,48354.32748538013
1036,2411.086538461538,1056,0.0,2,14663.918128654968
1037,18752.824999999993,1057,0.325,2,114052.2690058479
1038,5994.484615384616,1058,0.0,2,36457.68421052631
1039,8605.33846153846,1059,0.0,2,52336.561403508764
1040,2054.211538461538,1060,3.9,2,12493.450292397658
1041,838.325,1061,4.775,2,5098.584795321637
1042,106331.8596153846,1062,0.0,1,650500.788235294
1043,14700.51153846154,1063,0.875,2,89406.61988304094
1044,682.1826923076924,1064,2.4,2,4148.947368421053
1045,25093.630769230767,1065,0.45,2,152616.23391812862
1046,2255.011538461539,1066,0.025,2,13714.690058479538
1047,23151.471153846156,1067,0.025,2,140804.26900584798
1048,4382.017307692307,1068,0.425,2,26650.86549707602
1049,22172.609615384616,1069,2.875,2,134850.95906432747
1050,35062.02307692308,1070,0.325,2,213242.7134502924
1051,9393.334615384614,1071,7.05,2,57129.05263157894
1052,23598.02692307692,1072,0.0,2,143520.16374269003
1053,8201.586538461537,1073,0.05,2,49880.99415204677
1054,2428.3423076923077,1074,4.475,2,14768.865497076024
1055,23889.4673076923,1075,0.375,2,145292.66666666663
1056,25651.611538461533,1076,0.0,2,156009.80116959062
1057,5479.83076923077,1077,0.025,2,33327.62573099416
1058,14895.198076923081,1078,0.05,2,90590.67836257312
1059,38477.83269230769,1080,0.0,2,234017.22807017545
1060,28639.105769230773,1081,1.85,2,174179.3567251462
1061,81180.93461538464,1082,0.525,1,496636.3058823531
1062,71254.5173076923,1083,0.025,1,435909.98823529406
1063,65238.34423076926,1084,1.575,2,396771.21637426916
1064,41723.257692307685,1085,2.675,2,253755.4853801169
