,Mean,Zeros
265,11419.64807692308,2.4
266,31287.621153846143,1.05
267,126277.95192307688,0.0
268,38469.021153846144,0.0
269,39949.20961538462,2.275
270,1449.525,11.25
271,45682.476923076916,2.975
272,20217.851923076923,2.675
273,5014.998076923077,0.25
274,3699.176923076923,3.875
275,1778.6134615384613,0.0
276,36864.92115384615,0.6
277,23316.450000000004,1.55
278,52195.31346153846,0.675
279,94869.06538461537,0.175
280,20412.94423076923,1.075
281,14587.265384615384,0.175
282,10463.488461538462,8.125
283,10310.599999999999,0.0
284,10385.813461538464,0.0
285,31550.011538461542,0.3
286,39495.33461538462,2.05
287,18488.338461538464,0.625
288,25522.400000000005,0.275
289,2300.005769230769,1.725
290,1299.7903846153845,1.275
291,2148.2076923076916,6.75
292,12025.457692307693,0.9
293,34006.053846153845,1.825
294,19960.28076923077,1.825
295,4086.0596153846163,2.425
296,3851.6615384615384,0.275
297,3070.001923076924,0.6
298,70387.49615384618,0.0
299,6427.132692307692,2.975
300,23193.088461538464,2.35
301,23262.96730769231,0.25
302,18371.963461538464,0.0
303,5026.142307692308,0.45
304,11242.673076923076,1.075
305,23135.350000000002,0.7
306,15549.98846153846,1.35
307,44879.58461538461,1.125
308,49831.049999999996,0.125
309,21912.157692307697,4.3
310,209423.6596153846,0.0
311,35225.91538461538,0.225
312,3311.6057692307686,0.0
313,3736.5269230769236,0.45
314,46115.15961538462,1.575
315,1360.405769230769,6.9
316,5469.780769230769,0.75
317,50616.7,0.65
318,37020.31153846153,0.425
319,10177.628846153846,0.225
320,14313.473076923081,5.65
321,11187.457692307686,2.175
322,4648.657692307692,9.775
323,43448.928846153845,0.0
324,62220.12692307691,0.0
325,3957.3019230769214,4.25
326,67449.58653846155,4.975
327,49312.24423076923,0.25
328,46896.934615384605,2.05
329,71917.84230769234,0.275
330,32755.551923076924,0.0
331,69522.61923076925,0.35
332,21064.274999999994,1.025
333,29644.061538461545,1.95
334,18166.799999999985,0.025
335,92211.5403846154,0.525
336,21353.596153846156,0.8
337,93209.3576923077,0.0
338,65038.09807692305,0.025
339,30446.34615384615,3.75
340,8196.03269230769,2.15
341,51644.557692307695,0.0
342,7832.8461538461515,0.325
343,23223.565384615387,4.5
344,171678.33461538464,0.325
345,17256.155769230772,1.175
346,50679.982692307705,0.0
347,65672.1461538462,1.55
348,5902.8173076923085,0.7
349,18000.405769230776,0.125
350,41202.007692307685,0.0
351,42266.88076923078,0.275
352,79529.7557692308,0.35
353,16527.369230769233,0.0
354,195615.82692307694,0.0
355,5052.657692307694,3.95
356,3324.069230769231,2.325
357,180682.3134615385,0.375
358,66646.6423076923,1.425
359,3070.659615384615,2.175
360,32667.319230769226,5.75
361,24627.36538461539,7.1
362,12004.874999999998,0.325
363,2935.3057692307693,3.475
364,153646.97884615377,0.2
365,2592.7250000000004,0.0
366,71454.47692307693,1.875
367,62294.980769230766,5.85
368,68866.2096153846,0.975
369,27968.9173076923,0.0
370,51824.43076923077,2.2
371,19487.223076923074,0.675
372,55844.25576923076,4.5
373,50843.98653846154,3.6
374,54105.86346153849,6.975
375,15917.926923076919,0.0
376,18675.003846153846,1.375
377,4713.211538461538,8.125
378,70817.44615384616,0.0
379,10562.440384615385,1.25
380,114775.1076923077,0.525
381,41033.17115384615,0.4
382,2542.3980769230775,0.0
383,3513.8596153846165,2.45
384,21470.671153846153,0.0
385,3882.894230769232,3.45
386,14304.040384615382,4.325
387,76252.93076923075,0.0
388,4821.7711538461535,1.1
389,2572.180769230768,0.575
390,48276.54615384615,0.55
391,2753.671153846154,1.975
392,111962.20576923077,2.35
393,2393.2480769230765,3.275
394,87031.1730769231,2.85
395,65.98846153846154,7.7
396,44724.18461538461,2.825
397,27658.64807692307,2.425
398,58031.18076923075,0.05
399,174263.10961538466,0.95
400,40031.85192307692,2.95
401,11707.16538461539,0.0
402,14106.773076923078,3.1
403,12679.644230769232,2.275
404,97361.36923076925,1.35
405,36855.92499999999,1.55
406,36692.92500000001,4.3
407,4341.105769230769,0.85
408,17404.80961538462,2.25
409,5171.5192307692305,0.175
410,99878.09615384613,0.0
411,43866.89038461538,0.375
412,33631.81346153848,1.9
413,21229.05961538461,0.175
414,87738.07692307692,0.725
415,48121.89230769232,3.225
416,53306.009615384624,0.15
417,8664.686538461541,6.25
418,81430.86923076921,0.525
419,30825.82307692307,1.8
420,79565.78653846157,1.125
421,288.3057692307693,6.2
422,9972.376923076923,3.25
423,9802.723076923075,0.475
424,42028.20576923075,0.0
425,8302.667307692307,0.0
426,3537.7769230769236,0.0
427,104229.97307692308,1.45
428,114593.6346153846,0.0
429,33173.89615384615,1.5
430,8961.509615384613,0.0
431,77111.775,0.0
432,589868.0846153846,0.0
433,97281.42692307694,0.225
434,462229.0384615386,0.0
435,4824.136538461538,0.0
436,3602.1403846153853,0.65
437,30749.936538461538,0.225
438,32936.06923076922,0.0
439,2041.8499999999992,2.7
440,4512.367307692308,4.05
441,21451.513461538463,3.575
442,20079.648076923077,0.925
443,9535.096153846154,0.05
444,16784.45,0.025
445,3166.2096153846155,0.0
446,57785.37307692305,1.375
447,24990.75961538462,0.9
448,18732.067307692305,0.525
449,63023.86923076925,1.05
450,26871.234615384612,0.05
451,21758.199999999997,0.375
452,16750.82884615384,0.0
453,4535.978846153847,8.875
454,131280.20000000004,1.95
455,25495.240384615383,4.15
456,92476.85384615386,0.65
457,74312.94999999997,2.075
458,5369.121153846154,1.05
459,12127.330769230772,1.825
460,20443.619230769225,1.625
461,103034.49230769229,2.25
462,7946.855769230769,5.3
463,8859.726923076925,1.8
464,2213.9615384615386,1.05
465,18861.265384615384,5.85
466,10883.919230769232,6.15
467,54685.590384615374,0.05
468,129853.675,5.2
469,70318.53653846153,0.9
470,20781.946153846155,0.0
471,53591.15961538459,3.3
472,34213.98846153846,0.55
473,30019.676923076924,5.575
474,62960.505769230775,3.65
475,7918.159615384616,0.0
476,36948.84038461539,0.0
477,3313.2980769230767,0.45
478,28697.917307692307,0.05
479,368.32499999999993,10.125
480,7997.421153846153,8.85
481,44663.6326923077,4.8
482,16796.330769230764,3.225
483,120851.69423076922,2.25
484,32791.909615384604,1.0
485,33752.96153846154,0.325
486,2894.43076923077,4.375
487,4333.742307692307,8.75
488,74999.16153846153,0.6
489,34506.29230769229,2.275
490,49610.81346153847,1.3
491,57750.838461538464,1.625
492,9978.915384615388,3.55
493,37994.70961538462,0.65
494,10286.055769230768,0.075
495,116742.79807692308,0.0
496,4705.230769230769,3.15
497,1125.2499999999998,7.15
498,7172.678846153851,4.875
499,38530.876923076925,0.825
500,1917.319230769231,3.775
501,6151.028846153846,0.525
502,18356.490384615376,4.95
503,54834.15769230769,3.45
504,10119.423076923078,1.35
505,29001.144230769227,4.95
506,5863.409615384615,3.25
507,4754.38076923077,10.675
508,20337.45384615384,5.2
509,6576.405769230769,1.3
510,58773.41923076923,0.325
511,12225.201923076924,0.15
512,44912.96538461538,6.2
513,74826.76153846156,0.0
514,23533.73653846154,0.025
515,36070.348076923096,2.0
516,8853.582692307693,0.625
517,28905.8,0.0
518,23583.46538461538,0.65
519,35440.08269230769,0.0
520,29266.313461538462,0.0
521,1739.769230769231,4.3
522,10615.80576923077,0.0
523,45113.49807692309,0.325
524,41885.30192307693,2.3
525,48665.255769230775,0.0
526,30760.384615384624,1.75
527,240404.13269230764,2.225
528,39013.66153846153,2.05
529,2308.3403846153856,0.0
530,9667.567307692309,0.0
531,17653.528846153844,0.025
532,23776.92692307692,0.0
533,9338.625000000002,0.525
534,49640.79038461538,3.325
535,29054.450000000004,0.0
536,2815.0461538461536,3.55
537,7860.809615384617,0.0
538,22059.57115384616,2.875
539,89504.37884615386,0.65
540,30273.498076923075,4.5
541,12223.774999999998,0.3
542,6303.963461538463,1.5
543,4961.465384615385,0.55
544,1290.4673076923077,9.4
545,28489.115384615387,3.9
546,4516.340384615383,4.225
547,94644.56923076927,1.175
548,1903.3538461538465,5.125
549,126659.09423076923,0.65
550,20011.532692307697,0.025
551,18872.707692307686,0.05
552,4510.084615384616,0.0
553,180086.61923076925,0.0
554,75665.66346153847,0.525
555,4596.475000000001,0.175
556,4757.138461538461,0.0
557,26083.80192307692,0.025
558,16073.876923076929,8.15
559,21103.10192307692,2.55
560,18317.746153846154,5.625
561,9679.284615384615,1.9
562,15513.132692307689,5.85
563,28201.79615384615,0.0
564,13925.39423076923,3.8
565,67115.16730769229,0.025
566,6786.915384615383,1.625
567,30698.32692307692,0.225
568,183361.99615384615,0.525
569,12588.076923076924,0.35
570,31053.72692307692,0.225
571,5346.73846153846,9.575
572,319937.8307692307,0.225
573,20912.56923076923,0.05
574,47135.088461538464,0.3
575,6881.184615384615,0.9
576,39511.178846153845,1.275
577,24671.944230769226,0.55
578,10995.93076923077,0.0
579,23093.707692307693,1.375
580,70881.175,0.325
581,27378.542307692296,4.175
582,15419.582692307693,0.225
583,6525.205769230769,2.125
584,36079.00576923076,0.225
585,28129.05,0.325
586,12611.915384615382,0.0
587,61013.7596153846,1.275
588,24341.34615384615,0.675
589,35528.30384615385,1.125
590,12238.607692307693,3.9
591,59324.50769230766,3.35
592,9485.871153846154,5.1
593,15661.401923076928,2.775
594,32558.517307692324,0.5
595,13091.398076923077,0.0
596,17904.175000000003,0.375
597,37221.11538461539,0.0
598,39817.75576923077,0.65
599,16589.561538461538,3.475
600,4618.457692307692,2.325
601,62744.62884615383,3.625
602,520.523076923077,7.05
603,2225.078846153845,7.45
604,20117.22692307692,5.85
605,5424.592307692308,3.9
606,23667.67692307692,2.85
607,11381.819230769228,2.95
608,4937.386538461537,3.55
609,3201.236538461538,10.35
610,71890.90000000001,0.4
611,6605.67307692308,6.15
612,44639.401923076926,2.025
613,7469.803846153848,3.425
614,16387.55576923077,5.2
615,11647.050000000001,0.35
616,2629.4692307692303,9.45
617,15561.473076923077,0.0
618,13028.538461538463,0.975
619,9778.746153846156,0.5
620,48069.17884615385,0.675
621,11623.874999999998,5.65
622,34732.55961538461,0.05
623,21243.848076923074,1.825
624,48326.71153846154,0.0
625,38775.21153846154,1.325
626,3223.319230769231,0.05
627,2447.021153846153,7.075
628,5862.936538461538,2.6
629,6023.790384615383,8.325
630,5415.478846153846,0.5
631,7071.459615384616,7.425
632,26042.507692307692,0.075
633,5254.642307692307,4.375
634,13458.832692307693,0.0
635,11787.913461538461,3.5
636,17152.553846153845,0.0
637,107666.52692307695,0.675
638,56830.89230769234,0.0
639,58504.76538461538,1.775
640,8590.776923076923,1.9
641,38552.725,0.325
642,31043.35576923077,0.725
643,9416.561538461536,0.0
644,95338.23653846153,6.55
645,26863.774999999994,1.1
646,14506.271153846144,0.9
647,6049.969230769232,0.0
648,22883.321153846155,0.875
649,16389.69038461538,1.8
650,25938.026923076923,0.025
651,2636.6000000000004,6.825
652,7593.3538461538465,0.95
653,3764.603846153847,2.6
654,12744.378846153844,3.85
655,4802.692307692308,2.7
656,14146.105769230766,1.125
657,5143.748076923076,6.95
658,192507.43461538467,1.725
659,25170.882692307692,0.125
660,100402.44423076924,0.3
661,15616.85769230769,0.0
662,79397.65576923075,0.0
663,25238.313461538462,0.525
664,28744.044230769225,0.125
665,77041.61730769233,0.5
666,48207.211538461546,5.425
667,29881.840384615374,0.175
668,3882.659615384614,9.325
669,35101.44807692307,0.525
670,20191.58653846154,0.45
671,7566.846153846154,0.4
672,69735.98461538463,0.025
673,78241.55769230767,0.025
674,37832.07115384616,1.1
675,10778.255769230775,0.9
676,30698.892307692306,0.925
677,3269.4711538461534,1.7
678,17390.817307692305,1.1
679,7843.217307692304,2.25
680,200167.73653846156,0.0
681,10487.53076923077,0.675
682,30523.34423076924,5.85
683,11091.959615384618,0.025
684,2426.109615384615,2.675
685,16233.832692307693,0.375
686,96888.99038461539,0.0
687,25551.598076923077,0.45
688,10969.434615384616,0.0
689,3526.0923076923077,0.025
690,2709.840384615384,1.475
691,38333.415384615386,0.0
692,8066.657692307694,8.075
693,26947.357692307694,0.0
694,12498.013461538467,0.0
695,25165.348076923077,0.0
696,79490.68653846151,0.0
697,31726.836538461524,2.4
698,103293.75384615384,1.45
699,379.1923076923076,4.55
700,231433.34615384607,2.7
701,1756.1615384615386,3.425
702,34052.67307692308,1.4
703,73819.225,2.1
704,83036.84038461538,0.75
705,46789.34423076922,0.45
706,3361.013461538462,6.525
707,10871.10576923077,3.4
708,8178.423076923076,3.35
709,459269.0519230769,0.0
710,2985.2711538461544,2.4
711,2626.009615384616,2.925
712,41108.532692307694,7.275
713,86358.61538461538,0.0
714,17493.513461538463,0.0
715,215763.8346153846,1.275
716,107712.21346153846,0.0
717,8584.465384615385,2.95
718,9741.603846153852,0.0
719,5318.561538461537,0.725
720,4513.761538461537,0.15
721,9957.246153846154,2.725
722,38524.240384615376,0.0
723,5017.194230769231,5.05
724,4483.657692307693,0.0
725,60206.94038461537,0.925
726,1269.3134615384613,5.85
727,28133.465384615374,1.575
728,5987.882692307692,0.0
729,9487.086538461537,0.65
730,10972.730769230766,8.45
731,3637.978846153847,3.275
732,9262.563461538459,0.825
733,4794.282692307691,5.725
734,60449.250000000015,1.375
735,21731.932692307695,3.5
736,5400.275000000001,1.75
737,371.87307692307695,6.75
738,379.79807692307696,5.4
739,14098.051923076922,2.35
740,8485.759615384617,0.375
741,14242.2,0.225
742,34581.130769230775,2.2
743,13474.961538461537,0.55
744,5895.5980769230755,0.2
745,113142.20769230768,0.0
746,11053.359615384614,2.825
747,94718.39423076926,0.0
748,5456.4038461538485,2.175
749,15272.96730769231,3.525
750,14486.313461538462,3.25
751,4647.859615384615,1.875
752,64208.746153846165,2.175
753,2083.3923076923083,3.725
754,31398.326923076926,0.475
755,18325.696153846155,0.7
756,27044.040384615382,0.0
757,32640.257692307678,2.125
758,20951.448076923072,0.325
759,181191.36923076925,0.325
760,7794.046153846155,0.9
761,8316.85576923077,0.0
762,54938.984615384616,1.7
763,18245.173076923078,1.85
764,8631.146153846155,0.0
765,1713.517307692308,2.275
766,7039.759615384614,6.2
767,23066.790384615386,0.825
768,74168.49615384616,0.325
769,15723.405769230769,0.225
770,16130.025,6.25
771,3590.1865384615376,0.0
772,1926.0038461538466,2.575
773,89680.5019230769,0.6
774,58678.48076923075,0.1
775,26027.742307692304,0.0
776,13325.338461538466,0.3
777,54548.294230769214,0.875
778,2293.1615384615384,8.5
779,73343.02692307693,0.075
780,4448.098076923077,4.0
781,34234.71538461539,1.275
782,106699.48653846156,3.25
783,22895.151923076923,0.0
784,17584.988461538465,0.0
785,28219.74615384615,0.0
786,109769.00576923075,0.35
787,4045.1403846153844,5.3
788,23845.240384615376,0.0
789,2623.165384615383,2.7
790,5862.41923076923,0.0
791,23529.64807692308,1.225
792,13594.290384615388,0.65
793,14443.78653846154,0.0
794,8678.973076923077,5.45
795,4754.788461538462,0.0
796,37634.24038461538,0.675
797,2950.0115384615383,2.575
798,14655.042307692307,4.05
799,6443.678846153845,3.65
800,22567.248076923082,0.0
801,22078.038461538465,0.15
802,13306.376923076921,1.775
803,68121.75,0.125
804,35224.21346153846,0.1
805,23995.848076923077,3.275
806,7405.109615384616,0.0
807,14331.044230769228,5.55
808,24298.746153846158,0.0
809,18641.384615384617,0.325
810,15102.423076923082,0.225
811,79047.88653846153,0.0
812,15986.436538461541,0.0
813,2189.7269230769234,1.8
814,19423.76923076923,0.0
815,10639.176923076924,1.825
816,2471.3500000000004,1.3
817,19366.74038461539,0.0
818,51530.54807692307,0.875
819,22061.286538461536,5.275
820,7072.078846153847,0.0
821,24602.982692307687,0.375
822,37942.88846153846,0.0
823,42587.43269230769,2.425
824,6311.857692307693,0.05
825,1996.2461538461534,1.125
826,58291.98846153845,2.225
827,49014.68846153848,3.55
828,41650.328846153854,0.0
829,14935.188461538459,3.85
830,2327.442307692307,3.075
831,12414.674999999997,6.225
832,18364.68269230769,2.425
833,10907.865384615383,0.55
834,7850.980769230768,2.375
835,6477.0980769230755,5.15
836,10413.303846153847,0.225
837,123073.71538461535,0.0
838,5548.196153846152,5.275
839,10055.942307692307,2.65
840,6631.469230769231,4.225
841,6735.736538461539,0.0
842,1570.1903846153846,6.825
843,5235.432692307693,0.0
844,6287.048076923077,2.25
845,918.4403846153842,6.825
846,8296.249999999998,0.0
847,6578.265384615384,0.575
848,8989.26153846154,0.15
849,29125.482692307705,0.825
850,17553.546153846153,1.9
851,3669.573076923077,0.75
852,19202.388461538463,1.55
853,8077.332692307692,4.4
854,5126.696153846154,0.0
855,2410.4365384615385,0.65
856,30977.546153846157,0.375
857,20411.153846153848,0.0
858,39688.66153846154,0.65
859,58346.155769230754,0.0
860,771.1403846153846,6.15
861,1329.146153846154,9.3
862,14175.269230769238,8.175
863,49313.17500000001,0.0
864,13039.509615384613,1.95
865,13663.23461538461,4.425
866,4667.0692307692325,4.35
867,4269.288461538462,3.575
868,1256.5346153846156,1.95
869,72762.53269230765,0.225
870,19870.051923076924,0.15
871,5908.5250000000015,5.025
872,8031.290384615386,0.0
873,8775.388461538461,0.175
874,30559.801923076924,0.525
875,30926.150000000012,6.5
876,1103.6788461538467,0.0
877,35138.75192307692,3.375
878,23172.70769230769,1.775
879,11740.044230769232,0.9
880,5959.442307692307,0.0
881,5667.832692307693,0.225
882,6410.005769230769,0.275
883,4487.092307692307,6.4
884,1587.4596153846153,1.4
885,34493.584615384614,4.175
886,22242.42692307692,0.575
887,24889.142307692306,0.85
888,83873.16923076924,0.075
889,8210.999999999998,0.0
890,2333.382692307692,7.425
891,6074.188461538461,0.0
892,3322.600000000001,4.7
893,5256.011538461538,0.95
894,10831.998076923075,0.675
895,11052.240384615383,4.125
896,7821.846153846154,0.0
897,24133.653846153844,0.0
898,4650.653846153847,1.125
899,42170.12884615386,0.3
900,1523.221153846154,8.025
901,41488.53461538462,0.0
902,14784.363461538462,0.0
903,3845.3730769230765,3.0
904,6696.759615384617,0.0
905,9125.682692307693,0.45
906,10475.715384615385,3.1
907,20431.438461538466,0.0
908,32673.759615384617,1.65
909,4124.215384615385,0.425
910,10478.067307692309,0.0
911,3989.68269230769,6.525
912,8511.55576923077,1.0
913,36022.61538461539,0.075
914,7578.138461538462,0.95
915,27833.515384615388,0.0
916,550.9942307692307,7.425
917,53163.96923076924,0.525
918,4948.532692307692,0.475
919,15870.471153846152,1.8
920,38613.17692307692,0.0
921,47100.99807692308,0.0
922,119520.35192307695,3.7
923,24991.805769230767,0.0
924,9682.038461538463,0.0
925,25214.83076923076,0.0
926,36147.907692307694,0.575
927,4776.986538461538,0.0
928,7841.811538461538,1.4
929,6504.986538461539,0.225
930,17792.048076923074,0.0
931,15443.821153846153,0.0
932,8636.51923076923,1.175
933,16307.980769230775,0.0
934,312233.08653846156,0.275
935,43812.84615384616,0.1
936,17693.488461538458,3.15
937,67130.97692307693,0.8
938,8221.373076923079,0.0
939,15825.423076923078,1.125
940,1752.4750000000004,0.7
941,26622.78076923077,1.025
942,8950.288461538463,0.0
943,33377.036538461536,1.425
944,22982.648076923077,0.175
945,44338.80961538462,0.0
946,66544.79807692305,0.65
947,42467.28653846154,0.0
948,72546.12692307692,0.025
949,26295.34423076923,4.25
950,7538.428846153848,3.25
951,58483.378846153835,0.0
952,21480.669230769236,5.5
953,1736.8692307692309,0.0
954,2301.742307692308,9.825
955,22838.94230769231,0.225
956,36624.23461538464,3.525
957,54600.60384615384,0.0
958,22571.211538461546,0.0
959,4454.715384615385,1.75
960,634.1730769230771,6.875
961,13414.688461538457,0.0
962,49526.15192307693,0.0
963,91473.32884615383,0.0
964,19111.124999999996,2.35
965,682.9884615384615,4.875
966,254916.53269230766,0.45
967,1547.9,1.025
968,30821.305769230774,0.0
969,75708.09615384614,1.675
970,5306.711538461536,0.6
971,142267.02692307692,0.75
972,28939.4173076923,0.15
973,38069.81153846152,2.025
974,3195.2269230769225,3.2
975,12406.380769230771,0.0
976,2381.0596153846154,3.525
977,25897.175,2.375
978,44376.24038461538,0.0
979,36805.69615384616,0.0
980,8016.465384615386,1.425
981,558.3826923076924,0.7
982,28259.3326923077,0.075
983,5503.624999999998,0.625
984,4675.413461538461,0.0
985,3155.1461538461544,5.475
986,74130.31730769231,0.4
987,23581.442307692305,2.725
988,63351.64615384616,0.0
989,19496.05576923077,1.625
990,47824.532692307694,0.025
991,1652.4461538461542,7.875
992,18597.942307692312,0.0
993,3867.913461538461,6.825
994,424.0557692307692,6.75
995,3368.925,0.375
996,93745.5173076923,1.1
