,Mean,Zeros
997,54216.65384615384,0.875
998,1255.9307692307693,10.05
999,8104.9038461538485,0.475
1000,56800.459615384614,1.1
1001,44389.60000000002,1.575
1002,2511.653846153846,9.975
1003,29809.607692307694,2.175
1004,1351.7653846153844,4.95
1005,42582.56923076922,5.2
1006,9750.261538461536,2.725
1007,1134.0096153846152,8.75
1008,1991.0134615384618,2.575
1009,13522.873076923071,0.7
1010,54439.98653846154,2.15
1011,44872.55192307693,0.0
1012,1473.2615384615383,4.55
1013,36256.2576923077,1.75
1014,49292.784615384604,2.85
1015,7135.0173076923065,5.925
1016,45908.10192307694,0.0
1017,2903.432692307692,4.525
1018,26257.469230769224,8.4
1019,17060.324999999997,2.575
1020,23712.634615384617,2.25
1021,8417.913461538461,4.55
1022,34463.37692307691,1.025
1023,22305.688461538466,7.2
1024,54826.87115384615,3.25
1025,48339.80192307692,6.275
1026,41053.37499999999,3.05
1027,28189.698076923076,0.0
1028,33270.14615384616,3.8
1029,41236.211538461546,0.975
1030,28173.615384615387,1.475
1031,19754.109615384616,0.5
1032,499.4961538461538,3.875
1033,7622.223076923076,0.175
1034,64734.275,0.0
1035,7950.567307692309,5.2
1036,2411.086538461538,0.0
1037,18752.824999999993,0.325
1038,5994.484615384616,0.0
1039,8605.33846153846,0.0
1040,2054.211538461538,3.9
1041,838.325,4.775
1042,106331.8596153846,0.0
1043,14700.51153846154,0.875
1044,682.1826923076924,2.4
1045,25093.630769230767,0.45
1046,2255.011538461539,0.025
1047,23151.471153846156,0.025
1048,4382.017307692307,0.425
1049,22172.609615384616,2.875
1050,35062.02307692308,0.325
1051,9393.334615384614,7.05
1052,23598.02692307692,0.0
1053,8201.586538461537,0.05
1054,2428.3423076923077,4.475
1055,23889.4673076923,0.375
1056,25651.611538461533,0.0
1057,5479.83076923077,0.025
1058,14895.198076923081,0.05
1059,38477.83269230769,0.0
1060,28639.105769230773,1.85
1061,81180.93461538464,0.525
1062,71254.5173076923,0.025
1063,65238.34423076926,1.575
1064,41723.257692307685,2.675
1065,9381.609615384614,0.0
1066,49857.57307692309,0.0
1067,75167.89038461537,1.5
1068,41030.38653846155,0.075
1069,29384.700000000004,0.0
1070,11159.021153846154,0.6
1071,38796.3096153846,0.625
1072,3879.715384615384,0.625
1073,55342.56346153846,2.25
1074,20430.64230769231,0.375
1075,3118.6403846153844,5.75
1076,13426.332692307691,1.475
1077,36074.86538461538,0.0
1078,3496.2788461538466,0.75
1079,15448.694230769226,0.0
1080,179.4307692307692,9.65
1081,7970.499999999998,0.0
1082,53139.3596153846,0.35
1083,102656.39615384614,0.7
1084,125849.2519230769,0.25
1085,13458.736538461535,1.475
1086,38087.60576923077,0.15
1087,1139.6538461538462,0.825
1088,10323.567307692309,4.125
1089,3342.4326923076924,2.425
1090,8934.215384615385,1.225
1091,7437.68653846154,1.2
1092,2780.3576923076917,0.95
1093,30816.486538461537,0.0
1094,36469.24615384616,0.0
1095,19478.60961538462,0.0
1096,16633.240384615383,0.0
1097,23910.06923076923,1.0
1098,181.65961538461536,9.75
1099,13949.405769230769,0.725
1100,2675.575,5.55
1101,634.273076923077,5.05
1102,38464.08653846153,0.0
1103,19137.048076923074,0.125
1104,33318.330769230764,3.825
1105,30775.696153846155,0.0
1106,6635.078846153845,0.9
1107,4691.9346153846145,0.0
1108,27292.440384615387,2.45
1109,40146.76923076923,1.8
1110,10065.788461538463,1.3
1111,44582.81730769232,0.0
1112,26523.71538461538,4.2
1113,10425.59230769231,0.0
1114,59904.55576923078,2.6
1115,14986.634615384615,0.45
1116,2511.488461538462,1.95
1117,39688.094230769224,0.075
1118,5702.469230769231,2.125
1119,16281.23461538462,0.125
1120,3603.8634615384617,0.0
1121,51391.70192307692,0.7
1122,73066.54615384615,0.1
1123,2550.978846153846,7.925
1124,13975.657692307694,0.875
1125,4600.880769230769,0.0
1126,2521.01923076923,6.1
1127,28851.575000000004,0.25
1128,25084.35769230769,0.975
1129,47887.9576923077,0.0
1130,4337.567307692308,0.0
1131,26085.861538461533,1.275
1132,738.7057692307693,4.2
1133,75737.56153846154,0.55
1134,7419.559615384615,8.45
1135,39601.19807692307,0.0
1136,41754.15769230768,0.0
1137,19793.39423076923,0.025
1138,25861.544230769225,0.075
1139,46587.28653846154,1.175
1140,5088.25769230769,1.8
1141,35217.350000000006,0.0
1142,12894.990384615385,2.7
1143,19091.81923076923,0.275
1144,16941.761538461535,0.0
1145,5853.199999999999,3.775
1146,2547.7211538461543,0.925
1147,3284.8153846153837,9.15
1148,87506.69038461542,0.9
1149,16078.259615384615,3.8
1150,5232.588461538462,2.1
1151,3639.082692307694,3.425
1152,13231.588461538462,0.0
1153,13401.488461538462,0.0
1154,2755.6519230769236,0.3
1155,6904.501923076925,5.625
1156,2963.636538461539,0.05
1157,57859.44423076925,0.775
1158,16346.301923076924,2.15
1159,29799.826923076915,0.0
1160,7639.523076923077,5.2
1161,1270.9326923076922,0.925
1162,39619.43653846153,0.7
1163,1005.0115384615389,7.75
1164,2021.0076923076929,0.0
1165,23033.926923076924,1.95
1166,24662.240384615387,0.95
1167,23868.55576923077,4.075
1168,20562.89423076923,1.4
1169,18134.54615384615,1.8
1170,3469.496153846156,9.175
1171,15141.73461538462,0.875
1172,2928.4711538461543,3.1
1173,10472.432692307691,0.0
1174,3270.361538461538,0.0
1175,11690.259615384613,2.2
1176,71289.41346153847,0.0
1177,3723.1346153846157,1.65
1178,26262.66346153846,4.05
1179,1772.7,2.625
1180,29417.998076923082,0.175
1181,6408.361538461539,0.55
1182,1391.063461538461,6.2
1183,1411.2019230769224,3.675
1184,2858.551923076923,1.5
1185,41113.988461538465,1.375
1186,1201.069230769231,1.7
1187,95204.2730769231,2.275
1188,2164.2,2.525
1189,15099.861538461537,0.875
1190,15300.617307692315,3.95
1191,6800.692307692308,6.6
1192,82171.34615384614,0.175
1193,4655.326923076923,0.675
1194,1671.876923076923,0.0
1195,4134.74423076923,1.1
1196,7382.959615384612,2.35
1197,3481.6019230769225,3.975
1198,10719.557692307688,8.025
1199,29385.536538461532,0.375
1200,26282.740384615394,3.85
1201,48924.92115384615,0.0
1202,67084.91153846153,0.425
1203,13245.625000000004,3.225
1204,21599.80576923077,0.375
1205,2449.30576923077,4.625
1206,31006.43653846153,0.975
1207,41306.95576923076,0.0
1208,1800.021153846154,8.425
1209,62229.65961538461,0.675
1210,629.6038461538462,4.3
1211,152568.0826923077,0.0
1212,33492.14230769231,1.775
1213,2843.451923076922,7.225
1214,23212.236538461544,1.075
1215,3689.832692307693,4.825
1216,51026.4423076923,0.475
1217,3164.6942307692298,0.0
1218,1008.1942307692307,3.75
1219,7481.632692307692,2.35
1220,26115.21346153846,1.475
1221,30009.428846153845,6.175
1222,1259.5307692307692,6.05
1223,44974.13076923076,1.1
1224,351420.0403846154,0.225
1225,1443.857692307692,0.75
1226,36381.19423076923,4.35
1227,12584.311538461541,0.0
1228,155330.97115384616,0.6
1229,38864.655769230754,0.3
1230,21109.417307692307,0.2
1231,2966.911538461539,2.925
1232,198514.51153846158,0.125
1233,3070.4903846153848,1.975
1234,11263.26923076923,0.0
1235,135773.47692307687,2.575
1236,14482.696153846156,1.975
1237,50177.30192307693,1.325
1238,2959.046153846154,0.0
1239,47478.82115384615,1.45
1240,77280.21730769229,0.225
1241,36544.45961538462,0.375
1242,19077.307692307695,3.65
1243,90887.0576923077,0.925
1244,1899.551923076923,0.0
1245,7753.571153846153,9.675
1246,1540.1788461538465,4.9
1247,39650.91346153846,0.275
1248,11140.801923076924,5.0
1249,2619.2365384615377,9.85
1250,75733.8519230769,2.475
